,Smiles,basicOrAcidic,pKa
839,O=C(O)CCC1CCCCC1,acidic,4.59
840,C[n+]1cc(O)c2ccccc2c1,acidic,4.93
841,O=C(O)CCCC1CCCCC1,acidic,4.95
842,O=C(O)C12CC3CC(CC(C3)C1)C2,acidic,4.95
843,O=S(=O)(NBr)c1ccccc1,acidic,4.95
844,O=C(O)CCC(=O)c1ccc2ccccc2c1,acidic,4.96
845,C[n+]1cccc(O)c1,acidic,4.96
846,CN(C)c1ccc(C(=O)O)cc1,acidic,4.96
847,C[Si](C)(CCl)CCCC(=O)O,acidic,4.97
848,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,acidic,4.98
849,O=C(O)c1cc[nH]c1,acidic,4.98
850,C[Si](C)(CCCCl)CCCC(=O)O,acidic,4.98
851,O=C(O)C1CCCC1,acidic,4.99
852,N#CC(C#N)=NNc1ccccc1C(F)(F)F,acidic,5.0
853,CC=C(C(=O)O)c1ccc([N+](=O)[O-])cc1,acidic,5.0
854,CC1=CC(=O)CC(=O)O1,acidic,5.0
855,Cc1ccc(C(=O)O)[nH]1,acidic,5.0
856,CCCCCCCCCCCCCCC(=O)O,acidic,5.01
857,CCCCCCCCCCCCCCCCCC(=O)O,acidic,5.01
858,CC(C1CC1C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,acidic,5.01
859,CC(C)(C)CC(=O)O,acidic,5.01
860,CC(=O)c1ccc(O)c(=O)cc1,acidic,5.01
861,CCC(C)(O)c1cnc(CC(C)C)c(O)[n+]1[O-],acidic,5.02
862,CC[Si](C)(C)CCCC(=O)O,acidic,5.02
863,CC1CC1C(=O)O,acidic,5.03
864,CCC(C)(C)C(=O)O,acidic,5.03
865,C[Si](C)(C)O[Si](C)(C)CCCC(=O)O,acidic,5.03
866,CCCCc1c(O)nc(NCC)[nH+]c1C,acidic,5.04
867,Cc1ccc(S(=O)(=O)NC(=O)OC(C)(C)C)cc1,acidic,5.05
868,NC(=O)CS(=O)(=O)NC(N)=O,acidic,5.05
869,CC(C[Si](C)(C)CCCCl)C(=O)O,acidic,5.05
870,C[Si](C)(C)CCCCCC(=O)O,acidic,5.06
871,COc1ccc2c(c1)nnn2O,acidic,5.07
872,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,acidic,5.08
873,CS(=O)(=O)NC(N)=O,acidic,5.1
874,Cc1cc[nH]c1C(=O)O,acidic,5.1
875,CC(C)=CC(=O)O,acidic,5.12
876,FC(F)(F)c1nc2ncncc2[nH]1,acidic,5.12
877,CC[NH+](CC)Cc1c(O)c(Cl)cc(Cl)c1Cl,acidic,5.13
878,CC(C)CCC1=C(O)C(=O)c2ccccc2C1=O,acidic,5.13
879,CC1(C(=O)O)CCCCC1,acidic,5.13
880,CC(C)(C(N)=O)S(=O)(=O)NC(N)=O,acidic,5.15
881,CC1(C)OC(=O)CC(=O)O1,acidic,5.15
882,N#CC(C#N)=NNc1cccc(Cl)c1Cl,acidic,5.15
883,Cc1nsc(S)n1,acidic,5.18
884,Nc1ccc(S(=O)(=O)Nc2cccc[n+]2[O-])cc1,acidic,5.2
885,O=C1CC(=O)CC2(CCCCC2)C1,acidic,5.2
886,CC(C(N)=O)S(=O)(=O)NC(N)=O,acidic,5.21
887,C[Si](C)(C)CC(=O)O,acidic,5.22
888,Cc1cc(O)n(-c2nc(O)cc(C)[nH+]2)n1,acidic,5.23
889,O=[N+]([O-])c1cccc(S)c1,acidic,5.24
890,O=C1CCCC(=O)C1,acidic,5.26
891,C[Si](C)(CC(=O)O)c1ccccc1,acidic,5.27
892,O=C(O)c1c[nH]c2ccccc12,acidic,5.27
893,O=C(O)c1ccc[nH+]c1[O-],acidic,5.28
894,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,acidic,5.3
895,CCC1C(=O)C=C(C)OC1=O,acidic,5.3
896,O=NC(Cc1ccccc1)=NO,acidic,5.3
897,CC(=O)c1ccc(S)cc1,acidic,5.33
898,CC(=Cc1ccccc1)CC(=O)O,acidic,5.35
899,Cc1cc(C(=O)O)c[nH]1,acidic,5.35
900,CC(=O)NS(=O)(=O)c1ccc(N)cc1,acidic,5.35
901,Cc1ccnc(NS(=O)(=O)c2ccc(Cl)cc2)n1,acidic,5.37
902,C(COCCc1nnn[nH]1)OCCc1nnn[n-]1,acidic,5.37
903,CC1(C)SC(=S)NC1=O,acidic,5.38
904,CC[Si](C)(C)CC(=O)O,acidic,5.4
905,O=c1ccccc(O)c1,acidic,5.4
906,COC(=O)c1ccc(O)c([N+](=O)[O-])c1,acidic,5.4
907,NC(=O)NS(=O)(=O)c1ccc(N)cc1,acidic,5.41
908,C[n+]1cc(O)cc2ccccc21,acidic,5.42
909,O=Nc1c(O)ccc2ncsc12,acidic,5.43
910,CCOC(=O)c1ccc(O)c([N+](=O)[O-])c1,acidic,5.44
911,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,acidic,5.46
912,CCOC(=O)C(=NO)C(=O)OCC,acidic,5.48
913,NC(=O)CCCc1ccccn1,acidic,5.48
914,Cc1cc(O)n(-c2nc(O)c(C)c(C)[nH+]2)n1,acidic,5.5
915,O=C1CCC(C2CCCCC2)C(=O)C1,acidic,5.5
916,O=C1Oc2ccccc2C(=O)C1CC1C(=O)Oc2ccccc2C1=O,acidic,5.5
917,N#CC(C#N)=NNc1ccc([N+](=O)[O-])cc1,acidic,5.5
918,Cc1nnn[nH]1,acidic,5.52
919,C[n+]1cccc2ccc(O)cc21,acidic,5.56
920,CCc1nnn[nH]1,acidic,5.59
921,CC1C(=O)CC(C)(C)CC1=O,acidic,5.6
922,Nc1c2ccccc2[nH+]c2cccc(O)c12,acidic,5.61
923,CCCc1nnn[nH]1,acidic,5.61
924,CC1CC(C)C(=O)CC1=O,acidic,5.62
925,O=C1CC(=O)c2ccccc2O1,acidic,5.64
926,C[NH+](C)Cc1cc(-c2ccccc2)cc(C[NH+](C)C)c1O,acidic,5.65
927,C[n+]1nc(O)ccc1[O-],acidic,5.65
928,CCC[Si](C)(CCC)CC(=O)O,acidic,5.65
929,Oc1c(Cl)cc(Cl)cc1C[NH+]1CCOCC1,acidic,5.67
930,CCC1(CC)OC(=O)NC1=O,acidic,5.7
931,O=S(=O)(Nc1nccs1)c1ccccc1,acidic,5.73
932,CC[NH+](CC)Cc1cc([N+](=O)[O-])ccc1O,acidic,5.75
933,CC[NH+]1CCCC1CNC(=O)c1c(OC)ccc([N+](=O)[O-])c1O,acidic,5.75
934,O=C1Cc2c1ccc(O)c2Br,acidic,5.75
935,Cn1c(-c2ccccc2O)[nH+]c2ccccc21,acidic,5.76
936,[O-][n+]1ccc(O)cc1,acidic,5.76
937,Sc1cccc(Cl)c1,acidic,5.76
938,O=[N+]([O-])c1ccc(O)c(C[NH+]2CCOCCOCCOCCOCCOCC2)c1,acidic,5.77
939,O=[N+]([O-])c1ccc(O)c(C[NH+]2CCOCCOCCOCCOCC2)c1,acidic,5.79
940,CC(=O)C(C)C(C)(C)C(=O)O,acidic,5.79
941,CC1=CC(C)=Nc2ccc(C)cc2N1,acidic,5.8
942,CC(N=O)=NO,acidic,5.8
943,CCC(N=O)=NO,acidic,5.8
944,Sc1ccc(Br)cc1,acidic,5.8
945,Cc1[nH]ccc1C(=O)O,acidic,5.8
946,N#CC(C#N)=NNc1ccccc1[N+](=O)[O-],acidic,5.8
947,COC(C)=CC(=O)O,acidic,5.81
948,Sc1ccc(Cl)cc1,acidic,5.82
949,O=CC1CCCC1=O,acidic,5.83
950,N#CC(C#N)=NNc1ccccc1Cl,acidic,5.84
951,CC(=O)c1ccc(NN=C(C#N)C#N)cc1,acidic,5.85
952,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1N=Nc1ccccc1,acidic,5.85
953,O=[N+]([O-])c1ccc(O)c(C[NH+]2CCCCC2)c1,acidic,5.88
954,CC[NH+]1CCCC1CNC(=O)c1c(O)c(Br)cc(Br)c1OC,acidic,5.88
955,Cc1[nH]c2ccccc2c1C(=O)O,acidic,5.89
956,O=CNOC(=O)C=Cc1ccccc1,acidic,5.9
957,Cc1cccc(NS(=O)(=O)c2ccc(N)cc2)[n+]1[O-],acidic,5.9
958,O=C1c2ccccc2C(=O)C1Cc1ccccc1,acidic,5.9
959,O=[N+]([O-])c1[nH]cnc1Cl,acidic,5.9
960,[NH3+]C1CC(=O)NC1=O,acidic,5.9
961,O=c1cccccc1S,acidic,5.9
962,CN(C)c1nnn[nH]1,acidic,5.92
963,CC[NH+](CC)Cc1cc(Cl)cc(Cl)c1O,acidic,5.95
964,Oc1c(Cl)cc(Cl)cc1C[NH+]1CCCCC1,acidic,5.97
965,Nc1nnn[nH]1,acidic,5.98
966,N#CC(C#N)=NNc1ccc(OC(F)(F)F)cc1,acidic,6.0
967,Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1C,acidic,6.0
968,O=C(NOC(=O)c1ccccc1)c1ccccc1,acidic,6.0
969,CCC1(C)OC(=O)NC1=O,acidic,6.0
970,Cc1cc(I)c(O)c(I)c1,acidic,6.0
971,Cn1c(=O)c2c([nH]c(=O)n2C)n(C)c1=O,acidic,6.0
972,N#CC(C#N)=NNc1cccc(Cl)c1,acidic,6.0
973,O=S(=O)(Nc1nccs1)c1ccc(O)cc1,acidic,6.0
974,Nc1ccc(S(=O)(=O)Nc2cnccn2)cc1,acidic,6.04
975,O=C1CCC(=O)N1O,acidic,6.04
976,C[n+]1ccc2cc(O)ccc2c1,acidic,6.06
977,CNc1nnn[nH]1,acidic,6.06
978,N#Cc1c(-c2nc3ccccc3o2)c(=O)oc2cc(O)ccc12,acidic,6.07
979,CC(=O)Nc1ccc(S)cc1,acidic,6.08
980,O=S(Cc1ccccc1)c1cnn[nH]1,acidic,6.09
981,Cc1cc(=O)oc2cc(O)c(Cl)cc12,acidic,6.1
982,C=CCC1(CC=C)SC(=O)NC1=O,acidic,6.1
983,C[n+]1cccc2c(O)cccc21,acidic,6.12
984,CNC(=O)Oc1ccc2c(c1)C1(C)CC[NH+](C)C1N2C,acidic,6.12
985,O=C(O)c1ccccc1N=CC=Cc1ccccc1,acidic,6.12
986,CC(=O)CC=O,acidic,6.12
987,Oc1c(Cl)ccc(Cl)c1Cl,acidic,6.12
988,O=C1c2ccccc2C(=O)N1O,acidic,6.13
989,CC1(C)OC(=O)NC1=O,acidic,6.15
990,CC(=O)c1cccc(=O)c(O)c1,acidic,6.16
991,Nc1ccc(S(=O)(=O)Nc2ccncn2)cc1,acidic,6.17
992,CC1C(=O)c2ccccc2C1=O,acidic,6.17
993,O=c1ccc2ccc(O)cc2o1,acidic,6.18
994,Cc1cc(=O)n2ncnc2[nH]1,acidic,6.19
995,O=Nc1ccc(O)cc1,acidic,6.2
996,Cc1nc2c(=O)[nH]c(=O)[nH]c2n1C,acidic,6.2
997,Cc1cc(C=O)c(O)c(C=O)c1,acidic,6.2
998,O=S(=O)(Cc1ccccc1)c1ncn[nH]1,acidic,6.23
999,O=C(CC(=O)C(F)(F)F)c1ccccc1,acidic,6.3
1000,Cc1cc(C([NH3+])CO)c(O)c(C([NH3+])CO)c1,acidic,6.3
1001,CCC1(c2ccccc2)C(=O)NC(=S)NC1=O,acidic,6.3
1002,CC(C)CCC1C(=O)C(O)C(CCC(C)C)(CCC(C)C)C1=O,acidic,6.3
1003,CCCCN(C(=O)c1cc([N+](=O)[O-])ccc1O)c1ccc(N=Nc2ccc3c(c2)OCCOCCOCCOCCOCCO3)cc1,acidic,6.3
1004,Cn1c(=O)[nH]c2c(ncn2C)c1=O,acidic,6.3
1005,Cc1ccc(Br)c(O)c(=O)c1,acidic,6.3
1006,COC(=O)c1ccccc1S,acidic,6.3
1007,O=c1ccc(Br)ccc1O,acidic,6.32
1008,COc1cc(C[NH+](C)C)c(O)c(C[NH+](C)C)c1,acidic,6.33
1009,CCN(CC)c1nnn[nH]1,acidic,6.33
1010,O=C(O)C12CCC(O)(CC1)CC2,acidic,6.33
1011,NS(=O)(=O)C(F)(F)F,acidic,6.33
1012,Fc1ccc(S)cc1,acidic,6.35
1013,O=C1C(=NO)C=C(S(=O)(=O)[O-])c2cn[nH]c21,acidic,6.35
1014,N#CC(C#N)=NNc1ccccc1Br,acidic,6.35
1015,O=C1C=CC(=NO)C=C1,acidic,6.36
1016,Sc1ccccc1,acidic,6.37
1017,CCCC1(CCC)SC(=O)NC1=O,acidic,6.37
1018,CCOC(=O)COc1ccc(C(=O)c2ccc(O)c(C[NH3+])c2)c(Cl)c1Cl,acidic,6.38
1019,O=C(Nc1ccccc1)ONC(=O)c1ccccc1,acidic,6.4
1020,CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,acidic,6.4
1021,[O-][n+]1cccc(O)c1,acidic,6.4
1022,O=C([O-])c1ccc(O)c([N+](=O)[O-])c1,acidic,6.41
1023,Cc1ccc(=O)c(O)c(Br)c1,acidic,6.41
1024,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,acidic,6.42
1025,Cc1cc(C[NH+](C)C)c(O)c(C[NH+](C)C)c1,acidic,6.45
1026,N#CC(C#N)=NNc1cccc(O)c1,acidic,6.45
1027,Cc1ccc(S)cc1,acidic,6.47
1028,O=C1CSC(=S)N1,acidic,6.48
1029,Sc1cccc2ncccc12,acidic,6.48
1030,O=C1CN(C(=O)c2ccccc2)C(=S)N1,acidic,6.5
1031,COc1cc2ccc(=O)oc2cc1O,acidic,6.5
1032,N#CC(C#N)=NNc1ccc(CCCl)cc1,acidic,6.5
1033,Cc1nnc(C)n1O,acidic,6.5
1034,Sc1ccc2ncccc2c1,acidic,6.5
1035,NS(=O)(=O)C(F)(F)Cl,acidic,6.5
1036,CC(C)CC(=O)CC(=O)C(F)(F)F,acidic,6.52
1037,NS(=O)(=O)C(F)(F)Br,acidic,6.53
1038,CCC1(CC)C(=O)NC(=O)N(C(=O)c2ccccc2OC)C1=O,acidic,6.54
1039,O=C1CSC(=O)N1,acidic,6.54
1040,N#CC(C#N)=NNc1ccccc1,acidic,6.55
1041,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,acidic,6.59
1042,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,acidic,6.59
1043,Oc1c(Br)cccc1Br,acidic,6.6
1044,O=[N+]([O-])C(=NO)c1ccc(Cl)cc1,acidic,6.6
1045,O=Cc1ccc(O)cc1Cl,acidic,6.6
1046,O=c1cnn(C2OC(CO)C(O)C2O)c(=O)[nH]1,acidic,6.6
1047,Cc1cc(O)c(=O)ccc1Br,acidic,6.6
1048,O=Cc1cccc(Cl)c1O,acidic,6.61
1049,Cc1cc(O)n(C2CC[NH+](C)CC2)n1,acidic,6.63
1050,CNc1ccc(S(=O)(=O)Nc2nc(C)cs2)cc1,acidic,6.63
1051,O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccccc2)cc1,acidic,6.63
1052,Oc1ccccc1C1=[NH+]CCN1,acidic,6.63
1053,CC1(C)SC(=O)NC1=O,acidic,6.64
1054,CCOC(=O)COc1ccc(S(=O)(=O)c2ccc(O)c(C[NH3+])c2)c(Cl)c1Cl,acidic,6.67
1055,CC(C)C(=O)CC=O,acidic,6.68
1056,N#CC(C#N)=NNc1ccccc1C(=O)O,acidic,6.7
1057,O=C1CCON1,acidic,6.7
1058,Oc1cccc2cccc(O)c12,acidic,6.71
1059,O=S1(=O)N=CNc2ccncc21,acidic,6.71
1060,C[NH+]1CCC(n2nc(-c3ccccc3)c(Cc3ccccc3)c2O)CC1,acidic,6.73
1061,COc1cccc([N+](=O)[O-])c1O,acidic,6.74
1062,Cc1ccc(NN=C(C#N)C#N)cc1,acidic,6.75
1063,COc1ccc(S)cc1,acidic,6.76
1064,Cn1cnc2c(N=O)c(O)ccc21,acidic,6.76
1065,O=Cc1ccncc1O,acidic,6.77
1066,Cc1ccc2c([N+](=O)[O-])ccc(O)c2n1,acidic,6.78
1067,Oc1cncnc1,acidic,6.78
1068,CC(=O)Nc1ccc(O)c([N+](=O)[O-])c1,acidic,6.78
1069,NS(=O)(=O)C(F)(F)I,acidic,6.79
1070,CCC(=O)NOC(=O)C=Cc1ccccc1,acidic,6.8
1071,O=C(Nc1nnc(-c2ccccc2)s1)c1ccccc1,acidic,6.8
1072,O=c1oc2cc(O)ccc2cc1-c1nc2cc(Cl)ccc2o1,acidic,6.8
1073,Oc1c(Cl)cccc1Cl,acidic,6.8
1074,C[n+]1cccc2cccc(O)c21,acidic,6.81
1075,CC(=O)NOC(C)=O,acidic,6.81
1076,O=c1oc2cc(O)ccc2cc1-c1nc2ccccc2o1,acidic,6.84
1077,NC(=O)c1cc(-c2ccccc2)nnc1NCCN1CCOCC1,acidic,6.85
1078,O=c1cccccc1O,acidic,6.87
1079,[O-]c1ccc2ccccc2[n+]1O,acidic,6.88
1080,CCc1nsc(O)n1,acidic,6.89
1081,COc1cc(C)nc(-n2nc(C)cc2O)n1,acidic,6.9
1082,Cc1ccccc1NN=C(C#N)C#N,acidic,6.9
1083,C[n+]1ccc2c(O)cccc2c1,acidic,6.9
1084,O=c1ccc2ccc(O)c(O)c2o1,acidic,6.9
1085,CCc1cc(Cl)c(O)c(C(=O)NCC2CCC[NH+]2CC)c1OC,acidic,6.91
1086,CCc1cc(Cl)c(OC)c(C(=O)NCC2CCC[NH+]2CC)c1O,acidic,6.91
1087,Nc1cc[nH+]c2c(O)cccc12,acidic,6.91
1088,CC(=O)c1ccc(NS(=O)(=O)c2ccccc2)cc1,acidic,6.94
1089,Nc1ccc(S(=O)(=O)Nc2ccn(-c3ccc([N+](=O)[O-])cc3)n2)cc1,acidic,6.94
1090,O=S1(=O)N=CNc2cccnc21,acidic,6.94
1091,O=c1[nH]ccc2nnnn12,acidic,6.95
1092,O=Cc1ncccc1O,acidic,6.95
1093,Nc1ccc(S(=O)(=O)Nc2nccs2)c(Cl)c1,acidic,6.95
1094,Cc1nc(NS(=O)(=O)c2ccc(N)cc2)sc1C,acidic,6.97
1095,Cc1cc(S(=O)(=O)Nc2nccs2)ccc1N,acidic,7.0
1096,CCCc1c(-c2ccccc2)nn(-c2ccccc2)c1O,acidic,7.0
1097,NC(=O)CC(N)C(N)=O,acidic,7.0
1098,Cc1cc(C[NH3+])c(O)c(C[NH3+])c1,acidic,7.0
1099,Sc1cccnc1,acidic,7.01
1100,Oc1nsc2ccccc12,acidic,7.01
1101,CC(=O)ONc1cc(=O)n(C)c(=O)n1C,acidic,7.01
1102,Nc1ccc(S(=O)(=O)Nc2ccn(-c3cccc([N+](=O)[O-])c3)n2)cc1,acidic,7.03
1103,O=S1(=O)N=CNc2ncccc21,acidic,7.03
1104,CN(C)c1cc[nH+]c2c(O)cccc12,acidic,7.05
1105,Cc1ncc2c(c1O)C(=O)OC2,acidic,7.05
1106,CC(=O)C(C[NH+]1CCCCC1)=NO,acidic,7.05
1107,Nc1ccc(S(=O)(=O)Nc2cccnn2)cc1,acidic,7.06
1108,CC[NH+]1CCCC1CNC(=O)c1c(OC)ccc(Cl)c1O,acidic,7.07
1109,C[n+]1ccc2ccc(O)cc2c1,acidic,7.09
1110,Cc1cc([N+](=O)[O-])ccc1O,acidic,7.1
1111,O=COO,acidic,7.1
1112,Nc1ccc(S(=O)(=O)Nc2ccc(Br)nc2)cc1,acidic,7.12
1113,COc1cc(OC)nc(NS(=O)(=O)c2ccc(N)cc2)n1,acidic,7.12
1114,NC(=O)c1cc[n+](COC[n+]2ccccc2C=NO)cc1,acidic,7.13
1115,C[n+]1cccc2cc(O)ccc21,acidic,7.15
1116,N#Cc1cccc(NS(=O)(=O)c2ccccc2)c1,acidic,7.15
1117,O=[N+]([O-])c1ccccc1O,acidic,7.15
1118,O=C1C=C(S(=O)(=O)[O-])C(=NO)c2[nH]ncc21,acidic,7.15
1119,CCCc1c(C)[nH]n(C2CC[NH+](C)CC2)c1=O,acidic,7.18
1120,Cc1ccc2nc3ccc(O)cc3nc2c1,acidic,7.2
1121,Oc1ccc(N=Nc2nc3ccccc3s2)c2cccnc12,acidic,7.2
1122,CCCCCCCCCc1c(-c2ccccc2)nn(-c2ccccc2)c1O,acidic,7.2
1123,CCOC(=O)C(=NO)C(C)=O,acidic,7.2
1124,CC(C)c1cccc(=O)c(O)c1,acidic,7.22
1125,CCc1cc(CC)c(OC)c(C(=O)NCC2CCC[NH+]2CC)c1O,acidic,7.24
1126,O=C1Cc2cc(O)ccc21,acidic,7.24
1127,OC(c1ccncc1)n1cc[nH+]c1,acidic,7.24
1128,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,acidic,7.25
1129,CC[NH+](CC)Cc1cccc(F)c1O,acidic,7.26
1130,Cc1cccc(=O)c(O)c1,acidic,7.26
1131,[O-][n+]1cnc(NCc2ccccc2)c2nc[nH]c21,acidic,7.27
1132,NC(=O)CNCCCNCC(N)=O,acidic,7.27
1133,CCCCCc1c(-c2ccccc2)nn(-c2ccccc2)c1O,acidic,7.3
1134,NC(=O)C(N)CO,acidic,7.3
1135,CC(=O)N=c1sc(S(N)(=O)=O)nn1C,acidic,7.3
1136,O=C(NBr)c1ccccc1,acidic,7.3
1137,O=C(OO)c1ccccc1,acidic,7.3
1138,Oc1c(Br)cc(Br)c2cccnc12,acidic,7.3
1139,C[S+](C)c1ccc(O)cc1,acidic,7.31
1140,CC(=O)N(c1ccccc1)c1nnc(S(N)(=O)=O)s1,acidic,7.32
1141,CN(C)C(=O)C=C(O)c1ccncc1,acidic,7.32
1142,N#Cc1ccccc1O,acidic,7.32
1143,NC(=O)C1=CN2CCC1CC2,acidic,7.32
1144,Cc1ccc(O)c(=O)cc1,acidic,7.32
1145,CCOC(=O)COc1ccc(C(=O)c2ccc(O)c(C[NH3+])c2)cc1,acidic,7.34
1146,CCOc1cc(C)nc(-n2nc(C)cc2O)n1,acidic,7.35
1147,COc1cc(C=O)ccc1O,acidic,7.38
1148,O=S(Cc1ccccc1)c1ncn[nH]1,acidic,7.38
1149,O=C(NO)c1ccccc1O,acidic,7.39
1150,COc1ccc(O)c([N+](=O)[O-])c1,acidic,7.39
1151,CC(C)C1C(=O)c2ccccc2C1=O,acidic,7.4
1152,CC(=O)N(C)c1nnc(S(N)(=O)=O)s1,acidic,7.4
1153,O=Cc1cc(Br)ccc1O,acidic,7.4
1154,Cc1ccc(O)c([N+](=O)[O-])c1,acidic,7.4
1155,Oc1cccc2nnccc12,acidic,7.4
1156,O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccccc2)cc1,acidic,7.41
1157,CC(=O)C(=NO)C(C)=O,acidic,7.44
1158,Oc1ccc2nc3ccccc3nc2c1,acidic,7.45
1159,O=Cc1ccc(O)c(O)c1,acidic,7.45
1160,C[N+](C)(C)c1ccccc1O,acidic,7.46
1161,Nn1cnnc1S,acidic,7.47
1162,CC(=O)Nc1nnc(S(N)(=O)=O)s1,acidic,7.48
1163,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,acidic,7.49
1164,CC(=O)CC(=S)Nc1ccccc1,acidic,7.5
1165,CC[NH+](CC)Cc1c(O)cccc1Cl,acidic,7.5
1166,O=[N+]([O-])c1cccc(S(=O)(=O)Nc2ccccc2)c1,acidic,7.5
1167,Cc1cc(N=Nc2nc3ccccc3s2)c2cccnc2c1O,acidic,7.5
1168,CCCCCCCCc1c(-c2ccccc2)nn(-c2ccccc2)c1O,acidic,7.5
1169,FC(F)(F)c1cc(C(F)(F)F)[nH]n1,acidic,7.51
1170,Oc1c(Cl)cc(Cl)c2cccnc12,acidic,7.51
1171,O=C1C(=NO)C=Cc2ccccc21,acidic,7.52
1172,Oc1ccc2nnccc2c1,acidic,7.52
1173,Cc1cc(C2(c3ccc(O)c(C)c3)OS(=O)(=O)c3c(Br)c(Br)c(Br)c(Br)c32)ccc1O,acidic,7.53
1174,O=Cc1ccc(O)cc1,acidic,7.53
1175,O=S(=O)(Nc1cccc(F)c1)c1ccccc1,acidic,7.54
1176,Oc1ccccc1-c1cc2ccccc2cc1O,acidic,7.55
1177,CC(C)[NH2+]CC(=O)c1ccc(O)cc1,acidic,7.56
1178,CNS(=O)(=O)C(F)(F)F,acidic,7.56
1179,Oc1ccc2ccnnc2c1,acidic,7.56
1180,CC1=NS(=O)(=O)c2ncccc2N1,acidic,7.58
1181,C[NH+](C)Cc1cc(Br)ccc1O,acidic,7.58
1182,Cc1c(O)n[nH]c1-c1ccccc1,acidic,7.6
1183,Oc1c(Cc2ccccc2)c(-c2ccccc2)nn1-c1ccccc1,acidic,7.6
1184,[N-]=[N+]=Nc1ncnc2nc[nH]c12,acidic,7.6
1185,O=C1CCCC(=O)N1O,acidic,7.6
1186,O=S(=O)([O-])c1ccc(O)c2[nH]ncc12,acidic,7.6
1187,O=S(=O)([O-])c1ccc(O)c2cn[nH]c12,acidic,7.6
1188,O=C([O-])c1ccccc1S,acidic,7.6
1189,Cc1cc(O)ccc1[S+](C)C,acidic,7.6
1190,O=S(=O)(Nc1cccc(C(F)(F)F)c1)c1ccccc1,acidic,7.63
1191,COc1nc(-n2nc(C)cc2O)nc(C)c1C,acidic,7.64
1192,ON=Cc1cnns1,acidic,7.64
1193,CC(=O)C=C(C)O,acidic,7.64
1194,CC(=O)CC(=S)Nc1ccc(C)cc1,acidic,7.65
1195,CCC1(c2ccccc2)C(=O)NC(=S)N(C)C1=O,acidic,7.65
1196,O=C(C=NO)C=NO,acidic,7.65
1197,Cc1cc(O)ccc1[N+](=O)[O-],acidic,7.65
1198,O=S1(=O)C=C(O)c2ccccc21,acidic,7.65
1199,COc1cc(C(C)=O)ccc1O,acidic,7.65
1200,C[S+](C)c1cccc(O)c1,acidic,7.67
1201,O=C(Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc(O)cc1,acidic,7.68
1202,C[NH+](C)CCS,acidic,7.68
1203,COc1ccc(-c2nc3nnc(SC)nc3[nH]2)c(OC)c1,acidic,7.69
1204,Nc1nnc(S(N)(=O)=O)s1,acidic,7.69
1205,CC[NH+](CC)Cc1cc(Br)ccc1O,acidic,7.7
1206,Oc1n[nH]c(-c2ccccc2)c1Cc1ccccc1,acidic,7.7
1207,Oc1cc(Cl)c(Cl)c(Cl)c1,acidic,7.7
1208,Clc1ccc2[nH]nnc2c1,acidic,7.7
1209,Nc1c2ccccc2[nH+]c2ccc(O)cc12,acidic,7.71
1210,Oc1cccc(Cl)c1Cl,acidic,7.71
1211,CC[NH+](CC)CCS,acidic,7.72
1212,CCc1cc([N+](=O)[O-])cc(CC)c1O,acidic,7.73
1213,Oc1ccc(N=Nc2ccncc2)cc1,acidic,7.73
1214,COc1nc2ncncc2[nH]1,acidic,7.73
1215,CN(C)C(=O)CC(=O)c1ccncc1,acidic,7.75
1216,CC(=O)c1ccc(O)c2ncccc12,acidic,7.75
1217,O=C([O-])c1ccc(NS(=O)(=O)c2ccccc2)cc1,acidic,7.75
1218,Clc1ncnc2nc[nH]c12,acidic,7.75
1219,O=C1C=C(S(=O)(=O)[O-])c2[nH]ncc2C1=NO,acidic,7.75
1220,C[n+]1ccccc1C=NO,acidic,7.75
1221,COc1ccc(O)c(=O)cc1,acidic,7.75
1222,CCCC[NH+](CCS)CCCC,acidic,7.76
1223,O=C1C=Cc2ccccc2C1=NO,acidic,7.77
1224,O=S(=O)(Nc1ccc(Br)cc1)c1ccccc1,acidic,7.78
1225,Cc1cc(=O)oc2cc(O)ccc12,acidic,7.8
1226,CCc1c(-c2ccccc2)n[nH]c1O,acidic,7.8
1227,Cc1c(-c2ccccc2)nn(-c2ccccc2)c1O,acidic,7.8
1228,CNc1nnc(S(N)(=O)=O)s1,acidic,7.8
